family,mean,std
cden,-0.03132278682412138,0.10395145437125353
delta_year,-0.7031286901226037,0.5421090463011434
litgwdyn_eff_comm_size,-2.06153561629086,0.34346844940093385
litgwdyn_same_comm,-0.3791911422288233,0.18272023721135855
nhi,0.0,0.0
rcomm_size,-0.07151462655750489,0.2657139238824283
rcommrel_size,0.2913779057154417,0.27273813360835325
rncomms,-1.493613740336524,1.0832530316427091
suppind,0.0004970022838814087,0.014112758152865886
time,0.010851269555826224,0.05551928922395309
