family,mean,std
cden,-0.47529475481027755,0.5595264259620982
citations,0.0,0.0
delta_year,-0.5409519179318327,0.39233273467993796
litgwdyn_eff_comm_size,-1.30542995140609,0.3394480339679747
litgwdyn_same_comm,-0.28352109789712426,0.15054884798235993
nhi,0.001312926170288585,0.010169882384655144
rcommrel_size,0.4000889614239686,0.17971323116604188
rncomms,-0.0240905382545115,0.08768141861032573
suppind,0.0,0.0
time,0.0,0.0
