auc for gw
0.697567783094099
0.6808284023668638
0.634172335600907
0.7146237100427888
0.6206995412844037
0.6635616438356164
0.631280193236715
0.6539894642168829
0.7008524760851175
0.6608455882352943
0.6844150879279585
0.6868686868686867
0.6104702902519167
0.6793423694779116
0.7128496503496505
0.6924911268855368
0.6869573606019679
0.6626386858174936
0.6999092009685229
0.682807929801755
0.6654738620199147
0.7101151315789475
0.6317416047940301
0.7035577017837785
0.7224988146040777
0.6881601225509958
0.6408545197740112
0.7055312004477193
0.6845689033189035
0.6137210264900664
0.6438577586206895
0.6577487029099932
0.7060657343903092
0.6226173541963015
0.6612163361941402
0.6495296253507179
0.6735375204617903
0.6507543964828137
0.6962365591397848
0.7241018486222532
0.6573399508241508
0.653080501903285
0.6711448598130841
0.6367424046374413
0.6905776411157478
0.6288803627485177
0.6794466403162056
0.6449227735787052
0.7413043478260869
0.6312576753593875
0.6449007936507939
0.6852800546448087
0.6966184500431076
0.6563378378378378
0.7336033950617284
0.6793419835495887
0.6291316526610645
0.7296918767507004
0.6533296541574686
0.6687636219536359
