,s,survival F
346,347.5,0.0011276882771229513
347,348.5,0.0011229342197163206
348,349.5,0.0011182075080539144
349,350.5,0.0011135079072717158
350,351.5,0.0011088351851852307
351,352.5,0.00110418911225163
352,353.5,0.0010995694615318907
353,354.5,0.0010949760086544913
354,355.5,0.0010904085317788859
355,356.5,0.0010858668115600878
356,357.5,0.0010813506311136978
357,358.5,0.0010768597759812648
358,359.5,0.0010723940340968685
359,360.5,0.0010679531957537014
360,361.5,0.0010635370535712063
361,362.5,0.001059145402463102
362,363.5,0.0010547780396058526
363,364.5,0.0010504347644072487
364,365.5,0.001046115378476098
365,366.5,0.001041819685592027
366,367.5,0.0010375474916759497
367,368.5,0.0010332986047608683
368,369.5,0.0010290728349633405
369,370.5,0.0010248699944551687
370,371.5,0.0010206898974356449
371,372.5,0.0010165323601045717
372,373.5,0.0010123972006351734
373,374.5,0.001008284239147783
374,375.5,0.001004193297683753
375,376.5,0.0010001242001800303
376,377.5,0.0009960767724439545
377,378.5,0.0009920508421285001
378,379.5,0.0009880462387078515
379,380.5,0.0009840627934535329
380,381.5,0.00098010033941065
381,382.5,0.0009761587113747972
382,383.5,0.0009722377458691867
383,384.5,0.0009683372811220003
384,385.5,0.0009644571570444072
385,386.5,0.0009605972152085807
386,387.5,0.0009567572988263828
387,388.5,0.0009529372527279367
388,389.5,0.0009491369233413094
389,390.5,0.0009453561586714176
390,391.5,0.0009415948082803771
391,392.5,0.0009378527232671852
392,393.5,0.000934129756248514
393,394.5,0.0009304257613391709
394,395.5,0.0009267405941332241
395,396.5,0.0009230741116853514
396,397.5,0.0009194261724924102
397,398.5,0.0009157966364751191
398,399.5,0.0009121853649606271
399,400.5,0.000908592220664417
400,401.5,0.0009050170676734304
401,402.5,0.0009014597714286365
402,403.5,0.0008979201987083796
403,404.5,0.0008943982176117249
404,405.5,0.0008908936975424719
405,406.5,0.000887406509192612
406,407.5,0.0008839365245266739
407,408.5,0.0008804836167662922
408,409.5,0.0008770476603745525
409,410.5,0.0008736285310410041
410,411.5,0.0008702261056665606
411,412.5,0.0008668402623491778
412,413.5,0.0008634708803687552
413,414.5,0.0008601178401733689
414,415.5,0.0008567810233649498
415,416.5,0.0008534603126855167
416,417.5,0.0008501555920031878
417,418.5,0.0008468667462991908
418,419.5,0.0008435936616542072
419,420.5,0.000840336225235272
420,421.5,0.0008370943252831164
421,422.5,0.0008338678510991793
422,423.5,0.0008306566930331716
423,424.5,0.0008274607424707536
424,425.5,0.0008242798918212113
425,426.5,0.0008211140345054657
426,427.5,0.0008179630649444158
427,428.5,0.0008148268785468371
428,429.5,0.0008117053716982792
429,430.5,0.0008085984417494085
430,431.5,0.0008055059870049064
431,432.5,0.0008024279067124773
432,433.5,0.0007993641010519692
433,434.5,0.0007963144711243819
434,435.5,0.0007932789189414313
435,436.5,0.0007902573474152241
436,437.5,0.0007872496603477108
437,438.5,0.0007842557624206936
438,439.5,0.0007812755591857234
439,440.5,0.000778308957054219
440,441.5,0.0007753558632876967
441,442.5,0.0007724161859881118
442,443.5,0.0007694898340884215
443,444.5,0.0007665767173432592
444,445.5,0.0007636767463194971
445,446.5,0.0007607898323874762
446,447.5,0.0007579158877115688
447,448.5,0.0007550548252417411
448,449.5,0.0007522065587045601
449,450.5,0.0007493710025945344
450,451.5,0.0007465480721656759
451,452.5,0.0007437376834230625
452,453.5,0.0007409397531145112
453,454.5,0.0007381541987225848
454,455.5,0.0007353809384561538
455,456.5,0.0007326198912426252
456,457.5,0.0007298709767202816
457,458.5,0.0007271341152300659
458,459.5,0.0007244092278082537
459,460.5,0.0007216962361787926
460,461.5,0.0007189950627458641
461,462.5,0.0007163056305864446
462,463.5,0.0007136278634429782
463,464.5,0.0007109616857164935
464,465.5,0.0007083070224590537
465,466.5,0.0007056637993673176
466,467.5,0.0007030319427751008
467,468.5,0.0007004113796469369
468,469.5,0.0006978020375710825
469,470.5,0.0006952038447531894
470,471.5,0.00069261673000931
471,472.5,0.0006900406227599021
472,473.5,0.0006874754530230565
473,474.5,0.0006849211514082798
474,475.5,0.0006823776491104994
475,476.5,0.0006798448779036237
476,477.5,0.0006773227701345474
477,478.5,0.0006748112587172672
478,479.5,0.0006723102771266642
479,480.5,0.0006698197593930644
480,481.5,0.0006673396400961318
481,482.5,0.0006648698543593179
482,483.5,0.0006624103378440882
483,484.5,0.0006599610267445932
484,485.5,0.0006575218577818953
485,486.5,0.0006550927681988616
486,487.5,0.0006526736957545021
487,488.5,0.0006502645787187511
488,489.5,0.0006478653558673608
489,490.5,0.0006454759664765719
490,491.5,0.0006430963503182285
491,492.5,0.0006407264476544494
492,493.5,0.0006383661992329648
493,494.5,0.0006360155462818984
494,495.5,0.0006336744305051045
495,496.5,0.0006313427940772831
496,497.5,0.0006290205796393167
497,498.5,0.0006267077302934965
498,499.5,0.0006244041895988595
499,500.5,0.0006221099015667475
500,501.5,0.0006198248106562554
501,502.5,0.00061754886176979
502,503.5,0.0006152820002484072
503,504.5,0.0006130241718678153
504,505.5,0.0006107753228339341
505,506.5,0.0006085353997784537
506,507.5,0.0006063043497548382
507,508.5,0.0006040821202343283
508,509.5,0.000601868659101279
509,510.5,0.0005996639146497174
510,511.5,0.0005974678355790131
511,512.5,0.0005952803709898813
512,513.5,0.0005931014703804971
513,514.5,0.0005909310836429427
514,515.5,0.0005887691610588774
515,516.5,0.0005866156532960964
516,517.5,0.0005844705114046445
517,518.5,0.0005823336868131523
518,519.5,0.0005802051313252843
519,520.5,0.0005780847971160741
520,521.5,0.0005759726367281504
521,522.5,0.000573868603068517
522,523.5,0.0005717726494050002
523,524.5,0.0005696847293625851
524,525.5,0.0005676047969203069
525,526.5,0.0005655328064076981
526,527.5,0.0005634687125014581
527,528.5,0.0005614124702222334
528,529.5,0.0005593640349313977
529,530.5,0.0005573233623276108
530,531.5,0.0005552904084440424
531,532.5,0.0005532651296447089
532,533.5,0.0005512474826218083
533,534.5,0.0005492374243925013
534,535.5,0.000547234912295802
535,536.5,0.0005452399039895806
536,537.5,0.0005432523574475656
537,538.5,0.0005412722309566798
538,539.5,0.0005392994831137088
539,540.5,0.0005373340728227483
540,541.5,0.0005353759592922058
541,542.5,0.0005334251020320258
542,543.5,0.0005314814608510243
543,544.5,0.0005295449958538923
544,545.5,0.0005276156674386412
545,546.5,0.0005256934362939392
546,547.5,0.0005237782633964461
547,548.5,0.0005218701100080381
548,549.5,0.0005199689376732541
549,550.5,0.0005180747082169646
550,551.5,0.0005161873837415953
551,552.5,0.0005143069266245748
552,553.5,0.0005124332995160019
553,554.5,0.000510566465335982
554,555.5,0.0005087063872724062
555,556.5,0.0005068530287783979
556,557.5,0.0005050063535700922
557,558.5,0.0005031663256239716
558,559.5,0.0005013329091749785
559,560.5,0.0004995060687137398
560,561.5,0.0004976857689844572
561,562.5,0.0004958719749829088
562,563.5,0.000494064651953896
563,564.5,0.0004922637653891337
564,565.5,0.0004904692810249189
565,566.5,0.0004886811648403544
566,567.5,0.0004868993830547952
567,568.5,0.0004851239021258502
568,569.5,0.0004833546887474949
569,570.5,0.0004815917098477396
570,571.5,0.00047983493258663135
571,572.5,0.00047808432435436643
572,573.5,0.00047633985276906987
573,574.5,0.0004746014856749081
574,575.5,0.00047286919114020165
575,576.5,0.00047114293745542657
576,577.5,0.0004694226931311052
577,578.5,0.00046770842689614067
578,579.5,0.0004660001076959297
579,580.5,0.000464297704690364
580,581.5,0.0004626011872518321
581,582.5,0.00046091052496388674
582,583.5,0.0004592256876189138
583,584.5,0.00045754664521668875
584,585.5,0.0004558733679623783
585,586.5,0.00045420582626487516
586,587.5,0.0004525439907351325
587,588.5,0.0004508878321843879
588,589.5,0.0004492373216223866
589,590.5,0.0004475924302557166
590,591.5,0.000445953129486365
591,592.5,0.00044431939090971984
592,593.5,0.00044269118631312665
593,594.5,0.00044106848767433426
594,595.5,0.0004394512671597184
595,596.5,0.0004378394971227273
596,597.5,0.0004362331501025496
