,$\beta$,IG
1424,1.9460651324814469,0.02446306333594439
1425,1.5214605652474054,0.024393652668327825
1426,1.200517674075302,0.025293168597725235
1427,2.3537166518336474,0.02412248274413109
1428,4.6553866442705685,0.02520490225879113
1429,3.4834839355983056,0.027548354971659084
1430,2.8107190142055964,0.028801106122897546
1431,2.3422081497512948,0.02926547817399061
1432,2.0073106520496897,0.02933282045159591
1433,1.7234857578181322,0.03026942979750391
1434,1.5240497063913832,0.03078215878653734
1435,1.32874581121755,0.030882070735655964
1436,1.1634361954882717,0.032866694156804876
1437,1.029931379656168,0.0348438797897932
1438,1.3157018927031279,0.03682395149912043
1439,1.2994773905946004,0.038599806746757004
1440,1.4593132530080275,0.03917933037762378
1441,1.4112856493525838,0.04064102722718521
1442,1.4049000357005883,0.0421514744599657
1443,1.558136796758594,0.04295811800937088
1444,1.5317622344224475,0.04301160880406363
1445,2.276990719638018,0.023270644652111927
1446,1.7431085708478278,0.021523504135439797
1447,1.3412925247520957,0.020657554029928082
1448,3.828678469029698,0.01978269862568882
1449,2.8164954199301366,0.019724493277622157
1450,2.1583295954005624,0.01938460018375132
1451,5.929499608259309,0.0218441020066249
1452,4.073218679091537,0.022549663273026432
1453,3.068275019035158,0.023994363597796387
1454,2.468150048837021,0.025281005296744263
1455,2.0022032900608093,0.02618140304591432
1456,1.6511222049870793,0.0278806840136383
1457,1.6351164014960389,0.030327562795419483
1458,1.9002673351781187,0.03215354398942771
1459,1.865433385647824,0.034196012776257834
1460,2.0819044746449733,0.03662380119755282
1461,2.0128703286216094,0.0384028107135751
1462,2.0874977440809457,0.040278046717085014
1463,2.0189175651503115,0.017124629789806
1464,1.5069237430443732,0.0156972503952445
1465,1.1063307330521792,0.014971518318368071
1466,2.8051916420733973,0.01492545307367521
1467,2.0681619584799953,0.015056613211219205
1468,5.263548577893472,0.014064389869943184
1469,3.648275835512321,0.013963423834065902
1470,2.78251033628838,0.013626518312920166
1471,2.202657971986978,0.01464192933344688
1472,1.9652263145107731,0.014562687167625321
1473,1.8624365130738392,0.016231554373022372
1474,1.8029371197395567,0.01764925492285352
1475,1.86523135537921,0.019190925600407915
1476,2.075304725365114,0.02216854790347611
1477,1.9995246483458804,0.023888588844654612
1478,1.995536795539923,0.025131021003450216
1479,2.0329202239735946,0.02695705098310941
1480,2.0871025282994484,0.029200199370533197
1481,2.0824396994886034,0.030684536837469523
1482,2.095041671795786,0.031688345134240126
1483,2.140685742848674,0.02137209546352503
1484,1.7156005307669768,0.019929348475896003
1485,1.4133499574735184,0.018544171341200677
1486,3.1088747323510746,0.017293733229581942
1487,2.4846952362576133,0.016903819379354035
1488,2.0440694962329715,0.016842325977493022
1489,4.118132703647627,0.016622835742414743
1490,3.3384846762242617,0.01697691447080263
1491,2.8707079133927467,0.0177183899041492
1492,2.517915664534399,0.018468153742882798
1493,2.2599298603104843,0.019679338384752998
1494,2.097246858510165,0.021021302153501065
1495,2.091716173365296,0.023353072084535964
1496,2.1671074549914837,0.02449462835786509
1497,2.0978222009411565,0.025728829195838743
1498,2.140515431414197,0.026778968118268964
1499,2.095212655526644,0.027935903903639314
1500,2.134184451784361,0.02863674717543596
1501,2.1445523528037667,0.02927054221305947
1502,2.1256306033801637,0.02902717906308383
1503,2.149701888171349,0.02960132949962635
1504,2.162135477097048,0.0299471480620076
1505,1.978924633670189,0.021086808266131407
1506,1.4751984117938028,0.019784936851395485
1507,1.0342052788099507,0.019634033126143424
1508,2.567107261658628,0.02005715001752051
1509,1.8597942947047919,0.020192377358127955
1510,4.3943049543253885,0.02158859050461348
1511,3.0781160315580824,0.023060530037499638
1512,2.34849794356768,0.024367147867780825
1513,1.8026704603307155,0.02551249727303151
1514,1.667358582996259,0.026253122266659212
1515,1.8546429141054,0.029171836132459883
1516,1.6494245778177623,0.030190282853224004
1517,1.5783915055739148,0.032714489268978464
1518,1.4421229157378623,0.034161927906697365
1519,1.739711085317458,0.03702987344182007
1520,1.6607264484395703,0.03749875867360164
1521,1.6760660918473584,0.03853491613346982
1522,1.6867412336372063,0.03964255875077449
1523,1.7423431209053424,0.03992275388182531
1524,2.1107418438665144,0.01757051489355499
1525,1.5731469265180584,0.016474841820972697
1526,1.1645337090633008,0.017064109301708763
1527,2.9537932486523197,0.016728678253832174
1528,2.1713782991612494,0.017123119265508024
1529,5.7488963625496075,0.019580783773224142
1530,3.9161117112830865,0.01995281223584411
1531,2.9428721214644047,0.024123265744920186
1532,2.2607099344670254,0.025244306045263287
1533,1.7296063650285598,0.025012583415108258
1534,1.2786836003617519,0.025208093095936634
1535,0.9354941117269592,0.025796684188911012
1536,0.9992988285543752,0.026687812151925394
1537,1.3969786968209126,0.029387914266631454
1538,1.254130000640958,0.02958399069606632
1539,1.5958209338597358,0.03306305955770861
1540,1.706941929760907,0.035443631330113634
1541,2.071697605964439,0.02293751529773269
1542,1.5331916068915439,0.023212347738325145
1543,1.170254871096963,0.02156313684393174
1544,2.2072580605511147,0.020200608929115682
1545,4.054534629459357,0.018629314328414526
1546,2.9245548271158963,0.018901991402099583
1547,2.343013663709783,0.01961777913119933
1548,1.9383368863423092,0.020538552311528013
1549,1.6046943046508189,0.021804142368582857
1550,1.3210732504647098,0.02227853301518512
1551,1.0872155464269944,0.024142969588693997
1552,0.9244987001891272,0.025438242839903924
1553,1.1368195512473147,0.026703115866703597
1554,1.3454646858393111,0.027439720803419276
1555,1.3584611914638027,0.028135267618079718
1556,1.3073815173722054,0.02873145618686712
1557,1.3601017935270134,0.02898962813065109
1558,1.460232645682087,0.029270878859603555
1559,1.4471020516537108,0.029101839771187854
1560,1.4958356770434835,0.029458554027739114
1561,2.2135794115255107,0.016353939022048958
1562,1.7460982468682071,0.015092252985426269
1563,1.3702040687272177,0.013321904099223625
1564,4.095339551670038,0.012516615275723675
1565,3.0395668466565877,0.01247680653204497
1566,2.3668115625255166,0.012561545903994165
1567,1.8955881137973432,0.01333875648003413
1568,5.066944944867034,0.013395199907140665
1569,3.7611301466356415,0.01389908729758893
1570,2.975605792552444,0.014687733896232569
1571,2.435724324042813,0.014445546974832135
1572,2.008644944920468,0.014696869037104987
1573,1.6858621879930258,0.014642356467268303
1574,1.6786809546414057,0.015575524545253794
1575,1.4701983313407276,0.01569844917062546
1576,1.6697277679794658,0.017236041256479817
1577,1.776134425297622,0.01824006113882992
1578,2.02396193615793,0.0200303411724303
1579,2.052976358623518,0.021669662855215543
1580,2.187102028486011,0.023984573252017638
1581,1.9164443393893618,0.024169825186978078
1582,1.4614171395220164,0.023958893304322215
1583,1.0809158445062936,0.024361628750429687
1584,2.695079548702238,0.02418150437447608
1585,2.015757847937455,0.02441233931364617
1586,4.954859769074355,0.024223559206250078
1587,3.5432572957789747,0.025423405155358902
1588,2.7893993934037957,0.0259389644547926
1589,2.26829285428529,0.027108781627966372
1590,1.8867796312304117,0.030912972628617696
1591,2.1074557326270518,0.03456013893626475
1592,2.087406611238264,0.03802171289849032
1593,1.94174925906558,0.0406622403106669
1594,2.1402943568712467,0.04393943559172775
1595,2.0517335109713115,0.047924898242794556
1596,1.9808750795907577,0.050219417796682375
1597,2.054773191455117,0.05214038572492674
1598,2.0273217705184092,0.05268923098328537
1599,2.048833996350443,0.054030245103382946
1600,2.1016807519444574,0.034776314862638436
1601,1.5918824428642049,0.034266115039072176
1602,1.243648432370448,0.0327205942425447
