auc for lit
0.5137133818871081
0.5592069488360585
0.5615690624826288
0.528237155497218
0.5517386209634455
0.5525926890423861
0.5511736335080293
0.5366964965727341
0.5250966227671686
0.5375272719348396
0.5238571780694133
0.5518744201098867
0.5366779290187302
0.5365358592692828
0.5494079239656897
0.5185975433745685
0.57425863641464
0.5358323836165217
0.5338128277343522
0.5662653877664474
0.5278882828993666
0.5368041354044562
0.5257548741782117
0.5500520378395932
0.5542505563241362
0.5446682559413661
0.5543382655158243
0.5330019829785112
0.5332972332753296
0.5364737427216153
0.5158684492523664
0.5512253509901972
0.5287390668706109
0.5506400064192817
0.5351337974284891
0.5421404497628758
0.5495562977362407
0.5488687771927733
0.5374743138634763
0.5414487169474023
0.5545953912111468
0.5438393427677822
0.5465461682877425
0.528521881060304
0.5317412660204279
0.5383528901525191
0.5303992174954538
0.5498290084827078
0.5451821079419471
0.5503947335062915
0.5435990425739385
0.5388553188087118
0.5259580967662304
0.5414975599422187
0.532791364479676
0.5433441249876038
0.5296558922417968
0.5483962033413937
0.5564262159574128
0.5266250966956137
