f,mean,std
degree_source,1.5827885760368434,0.05424057613355468
degree_target,-0.005354464739497759,0.010222474496636514
mu*_absmed_pct,0.16829750467305807,0.024253829839692986
mu*_pct,0.14416600777323368,0.02755066521335344
