,beta,auc
1424,1.9460651324814469,0.7994505494505495
1425,1.5214605652474054,0.7554945054945055
1426,1.200517674075302,0.7239010989010991
1427,2.3537166518336474,0.7472527472527473
1428,4.6553866442705685,0.7554945054945055
1429,3.4834839355983056,0.7760989010989011
1430,2.8107190142055964,0.7836538461538461
1431,2.3422081497512948,0.7953296703296704
1432,2.0073106520496897,0.8118131868131869
1433,1.7234857578181322,0.8145604395604397
1434,1.5240497063913832,0.8131868131868132
1435,1.32874581121755,0.8173076923076923
1436,1.1634361954882717,0.8173076923076923
1437,1.029931379656168,0.8207417582417582
1438,1.3157018927031279,0.8104395604395604
1439,1.2994773905946004,0.8173076923076924
1440,1.4593132530080275,0.8173076923076924
1441,1.4112856493525838,0.8118131868131869
1442,1.4049000357005883,0.8159340659340659
1443,1.558136796758594,0.8145604395604396
1444,1.5317622344224475,0.8173076923076924
1445,2.276990719638018,0.5952991452991454
1446,1.7431085708478278,0.5803418803418803
1447,1.3412925247520957,0.6136752136752136
1448,3.828678469029698,0.6106837606837606
1449,2.8164954199301366,0.6068376068376068
1450,2.1583295954005624,0.6217948717948718
1451,5.929499608259309,0.6269230769230769
1452,4.073218679091537,0.6273504273504273
1453,3.068275019035158,0.6200854700854701
1454,2.468150048837021,0.6141025641025639
1455,2.0022032900608093,0.6188034188034188
1456,1.6511222049870793,0.6170940170940171
1457,1.6351164014960389,0.6158119658119658
1458,1.9002673351781187,0.6115384615384616
1459,1.865433385647824,0.6089743589743589
1460,2.0819044746449733,0.6038461538461538
1461,2.0128703286216094,0.6055555555555555
1462,2.0874977440809457,0.6055555555555555
1463,2.0189175651503115,0.7016806722689076
1464,1.5069237430443732,0.6932773109243698
1465,1.1063307330521792,0.7064075630252099
1466,2.8051916420733973,0.7142857142857142
1467,2.0681619584799953,0.7048319327731092
1468,5.263548577893472,0.7100840336134453
1469,3.648275835512321,0.7137605042016807
1470,2.78251033628838,0.7305672268907564
1471,2.202657971986978,0.7326680672268908
1472,1.9652263145107731,0.7226890756302522
1473,1.8624365130738392,0.7289915966386555
1474,1.8029371197395567,0.7300420168067228
1475,1.86523135537921,0.7442226890756303
1476,2.075304725365114,0.7442226890756303
1477,1.9995246483458804,0.7552521008403361
1478,1.995536795539923,0.7573529411764706
1479,2.0329202239735946,0.7573529411764706
1480,2.0871025282994484,0.7573529411764706
1481,2.0824396994886034,0.7573529411764706
1482,2.095041671795786,0.7573529411764706
1483,2.140685742848674,0.6594982078853047
1484,1.7156005307669768,0.6258960573476702
1485,1.4133499574735184,0.6348566308243727
1486,3.1088747323510746,0.6196236559139785
1487,2.4846952362576133,0.6447132616487454
1488,2.0440694962329715,0.668010752688172
1489,4.118132703647627,0.6693548387096774
1490,3.3384846762242617,0.6671146953405018
1491,2.8707079133927467,0.6563620071684588
1492,2.517915664534399,0.6724910394265233
1493,2.2599298603104843,0.6698028673835126
1494,2.097246858510165,0.6729390681003584
1495,2.091716173365296,0.6729390681003584
1496,2.1671074549914837,0.6742831541218638
1497,2.0978222009411565,0.6742831541218638
1498,2.140515431414197,0.6742831541218638
1499,2.095212655526644,0.6742831541218638
1500,2.134184451784361,0.6742831541218638
1501,2.1445523528037667,0.6742831541218638
1502,2.1256306033801637,0.6756272401433692
1503,2.149701888171349,0.6756272401433692
1504,2.162135477097048,0.6756272401433692
1505,1.978924633670189,0.7220843672456576
1506,1.4751984117938028,0.7481389578163772
1507,1.0342052788099507,0.7332506203473946
1508,2.567107261658628,0.7481389578163771
1509,1.8597942947047919,0.7741935483870968
1510,4.3943049543253885,0.7717121588089331
1511,3.0781160315580824,0.7704714640198509
1512,2.34849794356768,0.7568238213399504
1513,1.8026704603307155,0.7642679900744418
1514,1.667358582996259,0.7679900744416872
1515,1.8546429141054,0.7729528535980149
1516,1.6494245778177623,0.7667493796526056
1517,1.5783915055739148,0.7717121588089331
1518,1.4421229157378623,0.7667493796526056
1519,1.739711085317458,0.7667493796526055
1520,1.6607264484395703,0.7667493796526055
