f,mean,std
degree_source,0.6986497145941901,0.0848821729585475
degree_target,-0.06629634849085068,0.055774311296572454
mu*_absmed_pct,0.22383359169257344,0.05454391200985589
mu*_pct,0.4720330561404593,0.1091187221357235
